ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,text
23781,Finance and Business,"[header] How to sue for an illegal eviction [title] Hold onto your eviction notices. [step] Before your landlord can evict you, he or she must give you notices. These notices should tell you why you are being evicted.",,"[header] How to sue for an illegal eviction [title] Hold onto your eviction notices. [step] Before your landlord can evict you, he or she must give you notices. These notices should tell you why you are being evicted.","['[substeps] You should sign the notices in front of a notary public. Ask another notary to deliver them to you so you can have copies.', 'You should get a copy of the notice and look it over, keeping it with you and your landlord so that you can analyze the denial. [substeps] Highlight any information that has not already been included in your notice.', ""For example, you might be behind on your rent or you might have broken some other term in your lease. [substeps] Don't throw these notices away."", 'Generally, you should make at least four copies. [substeps] Instead of sending your copies directly to your landlord, you can mail them to: www.sos.gov.']",wikihow~39255,train,indomain,2,"[header] How to sue for an illegal eviction [title] Hold onto your eviction notices. [step] Before your landlord can evict you, he or she must give you notices. These notices should tell you why you are being evicted.
A. [substeps] You should sign the notices in front of a notary public. Ask another notary to deliver them to you so you can have copies.
B. You should get a copy of the notice and look it over, keeping it with you and your landlord so that you can analyze the denial. [substeps] Highlight any information that has not already been included in your notice.
C. For example, you might be behind on your rent or you might have broken some other term in your lease. [substeps] Don't throw these notices away.
D. Generally, you should make at least four copies. [substeps] Instead of sending your copies directly to your landlord, you can mail them to: www.sos.gov.
Answer:"
29260,Baton twirling,The girl stretches her leg in the air. The girl leaps across the stage. The girl stretches her leg in the air.,the girl,The girl stretches her leg in the air. The girl leaps across the stage. The girl stretches her leg in the air. the girl,"['puts her leg up.', 'cartwheels down the stage.', 'stands on the stage after completing her routine.', 'spins and spins her leg in the air.']",activitynet~v_d_JH9U-UI3c,train,indomain,3,"The girl stretches her leg in the air. The girl leaps across the stage. The girl stretches her leg in the air. the girl
A. puts her leg up.
B. cartwheels down the stage.
C. stands on the stage after completing her routine.
D. spins and spins her leg in the air.
Answer:"
45775,Using the rowing machine,"A man exercise on a rowing machine pulling a handle and moving forward and backward. Then, the man increases the resistance of the machine and continue exercising.",the foam seat,"A man exercise on a rowing machine pulling a handle and moving forward and backward. Then, the man increases the resistance of the machine and continue exercising. the foam seat","['is removed and the man stands on the exercise machine in a green shirt and shorts.', 'is contoured and looks comfortable.', 'is attached to the dryer, holding down the body.', 'is taken from the front.']",activitynet~v_8-QcL1k5n6k,train,indomain,1,"A man exercise on a rowing machine pulling a handle and moving forward and backward. Then, the man increases the resistance of the machine and continue exercising. the foam seat
A. is removed and the man stands on the exercise machine in a green shirt and shorts.
B. is contoured and looks comfortable.
C. is attached to the dryer, holding down the body.
D. is taken from the front.
Answer:"
8268,Using parallel bars,"The woman immediately begins her routine which includes an impressive amount of moves that include maneuvering around the bars upside down, sideways, flipping, rolling and even being right side up.",an elderly man nearby,"The woman immediately begins her routine which includes an impressive amount of moves that include maneuvering around the bars upside down, sideways, flipping, rolling and even being right side up. an elderly man nearby","['watches while the demonstration is repeated repeatedly.', 'shows a couple of similar moves shortly after something catches his attention.', 'also exhibits some impressive moves followed by him bending slightly forward.', 'gets up and adjusts blue mats under the double bars, and the woman finishes her routine and jumps off the bars, lands on her two feet and waves to the audience as they all clap and cheer and some even give her a standing ovation.']",activitynet~v_CTWo9EfQ4Hc,train,indomain,3,"The woman immediately begins her routine which includes an impressive amount of moves that include maneuvering around the bars upside down, sideways, flipping, rolling and even being right side up. an elderly man nearby
A. watches while the demonstration is repeated repeatedly.
B. shows a couple of similar moves shortly after something catches his attention.
C. also exhibits some impressive moves followed by him bending slightly forward.
D. gets up and adjusts blue mats under the double bars, and the woman finishes her routine and jumps off the bars, lands on her two feet and waves to the audience as they all clap and cheer and some even give her a standing ovation.
Answer:"
13314,Preparing salad,"After, he picks some herbs and places them on a plate. He then adds salt and more pepper to the original plate.",he,"After, he picks some herbs and places them on a plate. He then adds salt and more pepper to the original plate. he","['jams together avocado and onions.', 'then talks about a bottle of oil and adds some to the original plate.', 'then grabs an egg and stirs it with a small spoon.', 'picks the eggs and puts them into the pot.']",activitynet~v_b7_ok8iTlT8,train,indomain,1,"After, he picks some herbs and places them on a plate. He then adds salt and more pepper to the original plate. he
A. jams together avocado and onions.
B. then talks about a bottle of oil and adds some to the original plate.
C. then grabs an egg and stirs it with a small spoon.
D. picks the eggs and puts them into the pot.
Answer:"
30337,Food and Entertaining,"[header] How to make tabasco sauce [title] Choose high quality white vinegar that's been distilled. [step] Since this recipe has so few ingredients, it's important to use the best quality available to you. Avoid off-brand jugs of white vinegar and opt for something quality in a glass bottle.",,"[header] How to make tabasco sauce [title] Choose high quality white vinegar that's been distilled. [step] Since this recipe has so few ingredients, it's important to use the best quality available to you. Avoid off-brand jugs of white vinegar and opt for something quality in a glass bottle.","[""Make sure it's white vinegar that's been distilled. [title] Select fresh, ripened tabasco chili peppers without blemishes."", ""Also, look for products that have been sterilized by hand. [substeps] Use distilled white vinegar that's been chemically certified on the label."", '[substeps] To make a good-quality vinegar, make sure to test the ph level of the water you intend to use. If the water is muddy or drips down very slowly, there may be a ph problem.', 'Glass bottles offer a modest amount of sodium that will keep your sauce from mixing too quickly and possibly clog the bottle. [substeps] Standard white vinegar is 1.05 us tbsp.']",wikihow~49995,train,indomain,0,"[header] How to make tabasco sauce [title] Choose high quality white vinegar that's been distilled. [step] Since this recipe has so few ingredients, it's important to use the best quality available to you. Avoid off-brand jugs of white vinegar and opt for something quality in a glass bottle.
A. Make sure it's white vinegar that's been distilled. [title] Select fresh, ripened tabasco chili peppers without blemishes.
B. Also, look for products that have been sterilized by hand. [substeps] Use distilled white vinegar that's been chemically certified on the label.
C. [substeps] To make a good-quality vinegar, make sure to test the ph level of the water you intend to use. If the water is muddy or drips down very slowly, there may be a ph problem.
D. Glass bottles offer a modest amount of sodium that will keep your sauce from mixing too quickly and possibly clog the bottle. [substeps] Standard white vinegar is 1.05 us tbsp.
Answer:"
29021,Health,[header] How to lose weight with polycystic ovary syndrome (pcos ) [title] Include protein and produce at each meal. [step] Protein and produce (fruits and vegetables) are an all-star combination when it comes to weight loss. These two types of foods will power up your body and fuel your weight loss.,,[header] How to lose weight with polycystic ovary syndrome (pcos ) [title] Include protein and produce at each meal. [step] Protein and produce (fruits and vegetables) are an all-star combination when it comes to weight loss. These two types of foods will power up your body and fuel your weight loss.,"['[substeps] Most meals are served at the same time every day, so having breakfast in the morning, lunch at lunch and dinner before bed is a great goal that you can keep moving towards. It can be hard to go back to eating your food when you have pcos, and having your appetite back is tough.', 'Protein and produce have a variety of biochemical properties that contribute to weight loss. Talk to your doctor before incorporating these types of foods into your diet.', 'This is especially important with pcos, as this condition can make weight loss more difficult. [substeps] Protein is an essential macronutrient (or a nutrient you need in relatively large amounts) to your body.', '[substeps] When combined with higher calorie foods you can keep yourself moving and lean between meals so you gain weight in less time. Also, protein helps you bulk up at lunch or snack times.']",wikihow~47849,train,indomain,2,"[header] How to lose weight with polycystic ovary syndrome (pcos ) [title] Include protein and produce at each meal. [step] Protein and produce (fruits and vegetables) are an all-star combination when it comes to weight loss. These two types of foods will power up your body and fuel your weight loss.
A. [substeps] Most meals are served at the same time every day, so having breakfast in the morning, lunch at lunch and dinner before bed is a great goal that you can keep moving towards. It can be hard to go back to eating your food when you have pcos, and having your appetite back is tough.
B. Protein and produce have a variety of biochemical properties that contribute to weight loss. Talk to your doctor before incorporating these types of foods into your diet.
C. This is especially important with pcos, as this condition can make weight loss more difficult. [substeps] Protein is an essential macronutrient (or a nutrient you need in relatively large amounts) to your body.
D. [substeps] When combined with higher calorie foods you can keep yourself moving and lean between meals so you gain weight in less time. Also, protein helps you bulk up at lunch or snack times.
Answer:"
18147,Pets and Animals,"[header] How to make dwarf hamsters stop biting the cage [title] Let your hamster play more. [step] Let him roam around on you, on your bed, or in a hamster-proof area. Exercise may help work out the boredom that your hamster might be feeling.",,"[header] How to make dwarf hamsters stop biting the cage [title] Let your hamster play more. [step] Let him roam around on you, on your bed, or in a hamster-proof area. Exercise may help work out the boredom that your hamster might be feeling.","[""[title] Stay away from hamsters that strike out when they get bored. [step] Due to the mixed-breed hamster species, dwarf hamsters tend to lash out when they don't want to be fed."", '[substeps] Pick a time and place for his exercise. It could be a backyard, a park, or a game trail.', ""[substeps] An exercise ball is an excellent way for your hamster to get exercise every day, while also protecting him from potential household hazards. Just be sure to supervise your hamster while he's in his ball."", 'Running and running around the room while playing will help his teeth stimulate their natural urge to bite. You can even take your hamster outside to play when his need to chew is riding him too much.']",wikihow~29945,train,indomain,2,"[header] How to make dwarf hamsters stop biting the cage [title] Let your hamster play more. [step] Let him roam around on you, on your bed, or in a hamster-proof area. Exercise may help work out the boredom that your hamster might be feeling.
A. [title] Stay away from hamsters that strike out when they get bored. [step] Due to the mixed-breed hamster species, dwarf hamsters tend to lash out when they don't want to be fed.
B. [substeps] Pick a time and place for his exercise. It could be a backyard, a park, or a game trail.
C. [substeps] An exercise ball is an excellent way for your hamster to get exercise every day, while also protecting him from potential household hazards. Just be sure to supervise your hamster while he's in his ball.
D. Running and running around the room while playing will help his teeth stimulate their natural urge to bite. You can even take your hamster outside to play when his need to chew is riding him too much.
Answer:"
32119,Smoking hookah,The words everything is purple. The smoke continues to blow and the words edits by jarron jones comes up.,the man,The words everything is purple. The smoke continues to blow and the words edits by jarron jones comes up. the man,"['is now in a room about to start an exercise forming minnie mouse castles.', 'tries to play the piano but gives it up when he realizes his hands are covered in smoke smoke.', ""'s face appears and he is at the table siting on the smoking desk in the smoke."", 'keeps blowing smoke into the air.']",activitynet~v_Nf-7lKa387k,train,indomain,3,"The words everything is purple. The smoke continues to blow and the words edits by jarron jones comes up. the man
A. is now in a room about to start an exercise forming minnie mouse castles.
B. tries to play the piano but gives it up when he realizes his hands are covered in smoke smoke.
C. 's face appears and he is at the table siting on the smoking desk in the smoke.
D. keeps blowing smoke into the air.
Answer:"
47656,Health,"[header] How to stop sexually harassing women [title] Review your company's policy on sexual harassment. [step] In the us, title vii of the civil rights act of 1964 has made sexual harassment illegal in the workplace. Various state laws may also reinforce or work in conjunction with the national law.",,"[header] How to stop sexually harassing women [title] Review your company's policy on sexual harassment. [step] In the us, title vii of the civil rights act of 1964 has made sexual harassment illegal in the workplace. Various state laws may also reinforce or work in conjunction with the national law.","[""Read your state's rules of evidence to find out about the policy. [substeps] Every state has specific laws governing sexual harassment and harassment."", '[substeps] You can be guilty of sexual harassment even if you are not in a management or authority position. If you sexually harass someone in the workplace, you may open yourself up to lawsuits against you from either the harassed woman or from your employer for putting them at risk and tarnishing their image.', 'You need to know every law in your state or country to provide a reasonable solution. [substeps] Some states may prohibit sexual harassment as a protected characteristic as hard facts (like any material facts) are nearly impossible to prove.', '[substeps] This state does not have a "" pass code "" that states that topics of sexual harassment in your workplace are not allowed. Many states, such as illinois, have a national boundary with a civil rights act.']",wikihow~78428,train,indomain,1,"[header] How to stop sexually harassing women [title] Review your company's policy on sexual harassment. [step] In the us, title vii of the civil rights act of 1964 has made sexual harassment illegal in the workplace. Various state laws may also reinforce or work in conjunction with the national law.
A. Read your state's rules of evidence to find out about the policy. [substeps] Every state has specific laws governing sexual harassment and harassment.
B. [substeps] You can be guilty of sexual harassment even if you are not in a management or authority position. If you sexually harass someone in the workplace, you may open yourself up to lawsuits against you from either the harassed woman or from your employer for putting them at risk and tarnishing their image.
C. You need to know every law in your state or country to provide a reasonable solution. [substeps] Some states may prohibit sexual harassment as a protected characteristic as hard facts (like any material facts) are nearly impossible to prove.
D. [substeps] This state does not have a "" pass code "" that states that topics of sexual harassment in your workplace are not allowed. Many states, such as illinois, have a national boundary with a civil rights act.
Answer:"
8990,Cars & Other Vehicles,"[header] How to inflate bike tires [title] A schrader valve is also called an american valve, or a car valve. [step] The valve stem is surrounded by a threaded valve core; to press down on the stem, you need to use a tool like a pen cap or your thumbnail. Schrader valves are typically wider in diameter and shorter than presta or woods valves.",,"[header] How to inflate bike tires [title] A schrader valve is also called an american valve, or a car valve. [step] The valve stem is surrounded by a threaded valve core; to press down on the stem, you need to use a tool like a pen cap or your thumbnail. Schrader valves are typically wider in diameter and shorter than presta or woods valves.","[""They're usually found on cars, less expensive bikes and mountain bikes. To open a schrader valve, simply unscrew the rubber cap at the top."", 'These valves cover the other valves, then hold the gasket in place while you roll. [substeps] Be sure to treat the valves with quality chemical solvents (such as sodium) and lubricants used by air conditioners.', '[title] Know how to use an old measuring tape to apply pressure to the pedals. [step] Move your pipe slightly forward for the smallest amount possible.', '[substeps] You should use a gas chromatic valve on a car. [title] Place both of your hands on either of the valves a foot at a time.']",wikihow~14810,train,indomain,0,"[header] How to inflate bike tires [title] A schrader valve is also called an american valve, or a car valve. [step] The valve stem is surrounded by a threaded valve core; to press down on the stem, you need to use a tool like a pen cap or your thumbnail. Schrader valves are typically wider in diameter and shorter than presta or woods valves.
A. They're usually found on cars, less expensive bikes and mountain bikes. To open a schrader valve, simply unscrew the rubber cap at the top.
B. These valves cover the other valves, then hold the gasket in place while you roll. [substeps] Be sure to treat the valves with quality chemical solvents (such as sodium) and lubricants used by air conditioners.
C. [title] Know how to use an old measuring tape to apply pressure to the pedals. [step] Move your pipe slightly forward for the smallest amount possible.
D. [substeps] You should use a gas chromatic valve on a car. [title] Place both of your hands on either of the valves a foot at a time.
Answer:"
37555,Painting furniture,A guy sits the couch on card boards that is spread on the floor while he spray the hole couch with red paint spray.,he,A guy sits the couch on card boards that is spread on the floor while he spray the hole couch with red paint spray. he,"['quickly sprays the hole gas around the holes and places it with his shirt and then picks up on the next slack line.', 'starts with the side then he goes across the bottom to the other side on the couch.', 'use a vacuum to clean the hole, then the guy spray the holes, rub the cushions and put them on the floor.', 'sprays the wall paper over the hole hole with a hose.']",activitynet~v_szl1InYab_k,train,indomain,1,"A guy sits the couch on card boards that is spread on the floor while he spray the hole couch with red paint spray. he
A. quickly sprays the hole gas around the holes and places it with his shirt and then picks up on the next slack line.
B. starts with the side then he goes across the bottom to the other side on the couch.
C. use a vacuum to clean the hole, then the guy spray the holes, rub the cushions and put them on the floor.
D. sprays the wall paper over the hole hole with a hose.
Answer:"
21570,Computers and Electronics,[header] How to get to ayutthaya from bangkok [title] Consult the train schedule on the state railway of thailand website. [step] Trains leave from bangkok for ayutthaya approximately every hour from about 4:00 am-midnight. The train takes about 2 hours.,,[header] How to get to ayutthaya from bangkok [title] Consult the train schedule on the state railway of thailand website. [step] Trains leave from bangkok for ayutthaya approximately every hour from about 4:00 am-midnight. The train takes about 2 hours.,"['The train travels from north bangkok towards the rail station nearest bangkok city. [substeps] An railway timetable is displayed on the following website for the countries closest to bangkok: eyelid-thailand.', '[title] Spend at least 2 hours on sunday. [step] This is the least expensive time to get to bhuwati.', 'Talk with the female bus driver ("" sandarel "") at your station to receive the timetable with vehicle information. [title] Log in to your local indian university with your physical record.', '[substeps] Tickets to ayutthaya cannot be purchased online. You will need to leave time to purchase your ticket at the station.']",wikihow~35619,train,indomain,3,"[header] How to get to ayutthaya from bangkok [title] Consult the train schedule on the state railway of thailand website. [step] Trains leave from bangkok for ayutthaya approximately every hour from about 4:00 am-midnight. The train takes about 2 hours.
A. The train travels from north bangkok towards the rail station nearest bangkok city. [substeps] An railway timetable is displayed on the following website for the countries closest to bangkok: eyelid-thailand.
B. [title] Spend at least 2 hours on sunday. [step] This is the least expensive time to get to bhuwati.
C. Talk with the female bus driver ("" sandarel "") at your station to receive the timetable with vehicle information. [title] Log in to your local indian university with your physical record.
D. [substeps] Tickets to ayutthaya cannot be purchased online. You will need to leave time to purchase your ticket at the station.
Answer:"
42531,Disc dog,He grabs two other frisbees and tosses them around while the dog jumps. He throws the frisbee some more while the dog runs.,the dog,He grabs two other frisbees and tosses them around while the dog jumps. He throws the frisbee some more while the dog runs. the dog,"['makes a birdie on the person.', ""drops the frisbee and bounces on it's wheels."", 'jumps on the bars and the toos hear him and run around.', 'continues jumping side to side and running in all directions as they get thrown.']",activitynet~v_TKGjHAmCaRo,train,indomain,3,"He grabs two other frisbees and tosses them around while the dog jumps. He throws the frisbee some more while the dog runs. the dog
A. makes a birdie on the person.
B. drops the frisbee and bounces on it's wheels.
C. jumps on the bars and the toos hear him and run around.
D. continues jumping side to side and running in all directions as they get thrown.
Answer:"
26353,Health,"[header] How to interpret a dream involving windows [title] No one can tell the meaning of a dream, all the time. [step] Perhaps the first step to solving the mystery of a dream or series of dreams is the realization that no other person, no matter how schooled, practiced, or confident, can tell you this meaning. Many people, and some professions, profess to have this ability.",,"[header] How to interpret a dream involving windows [title] No one can tell the meaning of a dream, all the time. [step] Perhaps the first step to solving the mystery of a dream or series of dreams is the realization that no other person, no matter how schooled, practiced, or confident, can tell you this meaning. Many people, and some professions, profess to have this ability.","[""But some five percent of our minds aren't equipped to interpret a dream. The key is to practice consciously recognizing the meaning."", ""When exploring a dream, imagine that you're today and you tell yourself to start the day with the sun coming up. Observe the kakashi sequence, another way you can identify dreams."", 'But generally, you can uncover a deeper truth if you revisit the dream yourself, perhaps with the help of a trusted guide. [title] Look at the history of psyche and windows.', '[title] Understand that delusion is a very real thing. [step] These relationships between reality and dreams are called the physisms.']",wikihow~43435,train,indomain,2,"[header] How to interpret a dream involving windows [title] No one can tell the meaning of a dream, all the time. [step] Perhaps the first step to solving the mystery of a dream or series of dreams is the realization that no other person, no matter how schooled, practiced, or confident, can tell you this meaning. Many people, and some professions, profess to have this ability.
A. But some five percent of our minds aren't equipped to interpret a dream. The key is to practice consciously recognizing the meaning.
B. When exploring a dream, imagine that you're today and you tell yourself to start the day with the sun coming up. Observe the kakashi sequence, another way you can identify dreams.
C. But generally, you can uncover a deeper truth if you revisit the dream yourself, perhaps with the help of a trusted guide. [title] Look at the history of psyche and windows.
D. [title] Understand that delusion is a very real thing. [step] These relationships between reality and dreams are called the physisms.
Answer:"
46785,Pets and Animals,"[header] How to choose the right cat insurance [title] Choose a plan that protects against common health issues. [step] A major difference between available insurance plans is which medical problems are covered. In order to make a plan worth the cost, you'll want to make sure it includes certain protections.",,"[header] How to choose the right cat insurance [title] Choose a plan that protects against common health issues. [step] A major difference between available insurance plans is which medical problems are covered. In order to make a plan worth the cost, you'll want to make sure it includes certain protections.","['This can include accident coverage, illnesses, and even dental care. Knowing your options and the needs of you and your cat will help you make the best choice.', '[substeps] Health concern insurance will usually cover: bad cat food, veterinary care, and lactation. However, if your cat has a disease that can be prevented, then you may want to consider alternative insurance that will have the same protection against these problems.', 'Some common health issues include : [substeps] Hepatitis, which is a viral infection that causes illness. Rashes with pores or sores.', ""Common health problems with extremely expensive cats are : [substeps] Coughing. This should be excluded from your plan, just as any medical issue shouldn't be covered by the plan.""]",wikihow~76968,train,indomain,0,"[header] How to choose the right cat insurance [title] Choose a plan that protects against common health issues. [step] A major difference between available insurance plans is which medical problems are covered. In order to make a plan worth the cost, you'll want to make sure it includes certain protections.
A. This can include accident coverage, illnesses, and even dental care. Knowing your options and the needs of you and your cat will help you make the best choice.
B. [substeps] Health concern insurance will usually cover: bad cat food, veterinary care, and lactation. However, if your cat has a disease that can be prevented, then you may want to consider alternative insurance that will have the same protection against these problems.
C. Some common health issues include : [substeps] Hepatitis, which is a viral infection that causes illness. Rashes with pores or sores.
D. Common health problems with extremely expensive cats are : [substeps] Coughing. This should be excluded from your plan, just as any medical issue shouldn't be covered by the plan.
Answer:"
3745,Home and Garden,"[header] How to find a good apartment [title] Set a budget range. [step] Determine what you can afford each month by factoring your income and expenditures. Include groceries, transportation, social activities, utilities, and gym membership as your expenditures.",,"[header] How to find a good apartment [title] Set a budget range. [step] Determine what you can afford each month by factoring your income and expenditures. Include groceries, transportation, social activities, utilities, and gym membership as your expenditures.","['Make sure you provide realistic numbers so that you can still save in case of emergency. [substeps] Do not be tempted to look at apartments above your price range.', ""If you're planning to rent a room, it should add up quickly. [title] Read all tenants' lease documents carefully."", '[substeps] For example, if you value your driving and home gym membership, you may be able to save some money on eating out and gym memberships. [title] Read the housing information on the housing housing website.', 'Also adjust the budget accordingly, to see if you qualify. [substeps] One way to put equity is to consider yearly by setting yourself as spending over 40% of the monthly expenses on rent, utilities, car transport, entertainment, and food.']",wikihow~6210,train,indomain,0,"[header] How to find a good apartment [title] Set a budget range. [step] Determine what you can afford each month by factoring your income and expenditures. Include groceries, transportation, social activities, utilities, and gym membership as your expenditures.
A. Make sure you provide realistic numbers so that you can still save in case of emergency. [substeps] Do not be tempted to look at apartments above your price range.
B. If you're planning to rent a room, it should add up quickly. [title] Read all tenants' lease documents carefully.
C. [substeps] For example, if you value your driving and home gym membership, you may be able to save some money on eating out and gym memberships. [title] Read the housing information on the housing housing website.
D. Also adjust the budget accordingly, to see if you qualify. [substeps] One way to put equity is to consider yearly by setting yourself as spending over 40% of the monthly expenses on rent, utilities, car transport, entertainment, and food.
Answer:"
31998,Cars & Other Vehicles,[header] How to move a m60 patton tank to a new location [title] Make sure your tank's batteries are fully charged. [step] There are eight 6 volt batteries under the turret floor. These power the engine starting motor and the tank electrical system.,,[header] How to move a m60 patton tank to a new location [title] Make sure your tank's batteries are fully charged. [step] There are eight 6 volt batteries under the turret floor. These power the engine starting motor and the tank electrical system.,"['If your tank has a 5.5 volt battery, make sure it is fully charged before moving on to loading up your tank. Pre-charge the tank if it has a 5 volt battery.', 'In order to move, you must have them fully charged. [title] Move all the tanks forward (in any direction).', 'You can get them from multiple dealers or electronics stores. Some amplifiers include the smoked glass cutter, driving lift, and oil flow unit, but most insurers today will not use these.', '[title] Make sure your fuel tank has enough diesel for the trip. [substeps] Depress the fuel shutoff knob to allow fuel to flow to the injectors.']",wikihow~52739,train,indomain,3,"[header] How to move a m60 patton tank to a new location [title] Make sure your tank's batteries are fully charged. [step] There are eight 6 volt batteries under the turret floor. These power the engine starting motor and the tank electrical system.
A. If your tank has a 5.5 volt battery, make sure it is fully charged before moving on to loading up your tank. Pre-charge the tank if it has a 5 volt battery.
B. In order to move, you must have them fully charged. [title] Move all the tanks forward (in any direction).
C. You can get them from multiple dealers or electronics stores. Some amplifiers include the smoked glass cutter, driving lift, and oil flow unit, but most insurers today will not use these.
D. [title] Make sure your fuel tank has enough diesel for the trip. [substeps] Depress the fuel shutoff knob to allow fuel to flow to the injectors.
Answer:"
49246,Computers and Electronics,"[header] How to create a windows server 2012 r2 domain [title] Add roles and features. [substeps] Boot your windows 2012 r2 server, if it is not running. Log on to the server when it completes booting.",,"[header] How to create a windows server 2012 r2 domain [title] Add roles and features. [substeps] Boot your windows 2012 r2 server, if it is not running. Log on to the server when it completes booting.","['If the server was not finished booting before they began booting, wait a few seconds before you attempt the wizard to restart the setup. [title] Once everything is set, log on to the local server.', 'Notice that server manager is displayed upon a successful login when using an administrator account at the initial logon prompt. Click add roles and features to display the add roles and features wizard.', '[title] Load your new windows system as in step 1 with the host name you would like to modify. [step] For instance: (admin): admin/host/server/system/version 1.310.1.8 i assign that separately the name for the nosionablecommon series and names for apc users.', 'Open cmd + shift + f11. Delete a role and add a new one.']",wikihow~81046,train,indomain,1,"[header] How to create a windows server 2012 r2 domain [title] Add roles and features. [substeps] Boot your windows 2012 r2 server, if it is not running. Log on to the server when it completes booting.
A. If the server was not finished booting before they began booting, wait a few seconds before you attempt the wizard to restart the setup. [title] Once everything is set, log on to the local server.
B. Notice that server manager is displayed upon a successful login when using an administrator account at the initial logon prompt. Click add roles and features to display the add roles and features wizard.
C. [title] Load your new windows system as in step 1 with the host name you would like to modify. [step] For instance: (admin): admin/host/server/system/version 1.310.1.8 i assign that separately the name for the nosionablecommon series and names for apc users.
D. Open cmd + shift + f11. Delete a role and add a new one.
Answer:"
32077,Food and Entertaining,"[header] How to make mini fruit pizzas on sugar cookies [title] Assemble everything to make cooking efficient. [step] Get out a mixing bowl, a mixer, a large mixing spoon, all the ingredients listed under sugar cookies ingredients, a little extra flour, a rolling pin, and a cookie cutter. [title] Put the shortening and sugar together in bowl.",,"[header] How to make mini fruit pizzas on sugar cookies [title] Assemble everything to make cooking efficient. [step] Get out a mixing bowl, a mixer, a large mixing spoon, all the ingredients listed under sugar cookies ingredients, a little extra flour, a rolling pin, and a cookie cutter. [title] Put the shortening and sugar together in bowl.","['[step] Let the shortening stand at room temperature for at least five minutes. When well-combined, stir in one egg.', '[step] It will whisk for 15-30 seconds. [title] Add either hand mixer or electric mixer to create a dough rise.', '[step] Mix until it forms a creamy consistency. [title] Once creamy, add eggs one at a time continuing to beat.', '[step] Mix until the butter has melted and the sugar is soft. [title] Place dough onto cookie sheet and put in preheated oven at 250 ° f (107 ° c).']",wikihow~52880,train,indomain,2,"[header] How to make mini fruit pizzas on sugar cookies [title] Assemble everything to make cooking efficient. [step] Get out a mixing bowl, a mixer, a large mixing spoon, all the ingredients listed under sugar cookies ingredients, a little extra flour, a rolling pin, and a cookie cutter. [title] Put the shortening and sugar together in bowl.
A. [step] Let the shortening stand at room temperature for at least five minutes. When well-combined, stir in one egg.
B. [step] It will whisk for 15-30 seconds. [title] Add either hand mixer or electric mixer to create a dough rise.
C. [step] Mix until it forms a creamy consistency. [title] Once creamy, add eggs one at a time continuing to beat.
D. [step] Mix until the butter has melted and the sugar is soft. [title] Place dough onto cookie sheet and put in preheated oven at 250 ° f (107 ° c).
Answer:"
15686,Relationships,"[header] How to be an effective supervisor [title] Have faith in yourself. [step] One of the worst things you can do as a supervisor is to doubt your own abilities. If you're new to supervising others, recognize that you will probably make some mistakes along the way, but that does not mean you are not a good leader.",,"[header] How to be an effective supervisor [title] Have faith in yourself. [step] One of the worst things you can do as a supervisor is to doubt your own abilities. If you're new to supervising others, recognize that you will probably make some mistakes along the way, but that does not mean you are not a good leader.","['Cut yourself a little slack, but then commit yourself to doing the best you can. [substeps] Keep in mind that you were hired to be a supervisor because your boss believes that you are capable of doing the job! Now you just have to prove your boss right.', ""You can learn to live with your mistakes. Actually, if you're new to managing people, you will just need to branch out a bit."", ""An important part of being effective is not that you don't believe in your abilities, but that they perform the work well and actually do something you want to do. [substeps] While it's important to make your own improvements, don't let these shortcomings outweigh your strengths."", 'Your job as a supervisor is to understand your abilities or spend time doing them. [substeps] Open communication means by thinking about the things you want to say before making any necessary appointments or events.']",wikihow~25946,train,indomain,0,"[header] How to be an effective supervisor [title] Have faith in yourself. [step] One of the worst things you can do as a supervisor is to doubt your own abilities. If you're new to supervising others, recognize that you will probably make some mistakes along the way, but that does not mean you are not a good leader.
A. Cut yourself a little slack, but then commit yourself to doing the best you can. [substeps] Keep in mind that you were hired to be a supervisor because your boss believes that you are capable of doing the job! Now you just have to prove your boss right.
B. You can learn to live with your mistakes. Actually, if you're new to managing people, you will just need to branch out a bit.
C. An important part of being effective is not that you don't believe in your abilities, but that they perform the work well and actually do something you want to do. [substeps] While it's important to make your own improvements, don't let these shortcomings outweigh your strengths.
D. Your job as a supervisor is to understand your abilities or spend time doing them. [substeps] Open communication means by thinking about the things you want to say before making any necessary appointments or events.
Answer:"
36898,Raking leaves,A woman and a toddler pile dry dead leaves with rakes.,then,A woman and a toddler pile dry dead leaves with rakes. then,"['the woman and toddler waddle sis the driveway for puttoir the leaves and stuff.', ', the toddler jumps on the pile of leaves and spreads them.', ', the woman begins swinging and a toddler light the sticks.', ', a young boy throws dry leaves into the gutter of a house and a person pass close to the pile.']",activitynet~v_b7B0NRizzYo,train,indomain,1,"A woman and a toddler pile dry dead leaves with rakes. then
A. the woman and toddler waddle sis the driveway for puttoir the leaves and stuff.
B. , the toddler jumps on the pile of leaves and spreads them.
C. , the woman begins swinging and a toddler light the sticks.
D. , a young boy throws dry leaves into the gutter of a house and a person pass close to the pile.
Answer:"
