ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,prompt
48355,Clipping cat claws,A cat sits on the lap of a man. The man cuts the claws of the cat from all paws.,the man,A cat sits on the lap of a man. The man cuts the claws of the cat from all paws. the man,"['then ties the cat to a table.', 'treats the cat to a lazy and decadent tiling.', 'peels the claws along the animals fingernails.', 'finishes cutting the claws and pets the cat.']",activitynet~v_FDvZUUc5tw4,val,indomain,3,"A cat sits on the lap of a man. The man cuts the claws of the cat from all paws. the man
A. then ties the cat to a table.
B. treats the cat to a lazy and decadent tiling.
C. peels the claws along the animals fingernails.
D. finishes cutting the claws and pets the cat.
Answer:"
1828,Pets and Animals,"[header] How to keep both dogs safe while mating them [title] Make sure both dogs are the right age. [step] Before mating your dogs, it is important to wait until both dogs have reached maturity. In fact, although most dogs become mature during the first year and a half of life, waiting until both dogs are at least 2 years old can further ensure their health and safety.",,"[header] How to keep both dogs safe while mating them [title] Make sure both dogs are the right age. [step] Before mating your dogs, it is important to wait until both dogs have reached maturity. In fact, although most dogs become mature during the first year and a half of life, waiting until both dogs are at least 2 years old can further ensure their health and safety.","['[substeps] Only after your dog reaches age 1 may you adopt or handle one dog and you will eventually move on to another. If you choose to keep a more mature dog, it is highly recommended that you get it spayed or neutered.', 'However, you do need to make sure both dogs are of same sex before breeding both dogs. [title] Allow both dogs time to acclimate to new owners.', 'This is especially true for dams (female dogs), who should not be bred until at least their third heat cycle. Additionally, you should ensure that neither dog is too old for breeding.', '[substeps] Younger dogs tend to develop issues like flea and tick problems and grow skinnier as they mature. [title] Give your dogs time to heal from the mating.']",wikihow~3023,val,indomain,2,"[header] How to keep both dogs safe while mating them [title] Make sure both dogs are the right age. [step] Before mating your dogs, it is important to wait until both dogs have reached maturity. In fact, although most dogs become mature during the first year and a half of life, waiting until both dogs are at least 2 years old can further ensure their health and safety.
A. [substeps] Only after your dog reaches age 1 may you adopt or handle one dog and you will eventually move on to another. If you choose to keep a more mature dog, it is highly recommended that you get it spayed or neutered.
B. However, you do need to make sure both dogs are of same sex before breeding both dogs. [title] Allow both dogs time to acclimate to new owners.
C. This is especially true for dams (female dogs), who should not be bred until at least their third heat cycle. Additionally, you should ensure that neither dog is too old for breeding.
D. [substeps] Younger dogs tend to develop issues like flea and tick problems and grow skinnier as they mature. [title] Give your dogs time to heal from the mating.
Answer:"
34823,Personal Care and Style,"[header] How to grow nape hair [title] Avoid abrasive fabrics. [step] If you wear heavy, coarse materials close to your nape hair, this can cause it to become damaged and break. Try to keep your hair up and away from anything that could potentially harm your nape hair.",,"[header] How to grow nape hair [title] Avoid abrasive fabrics. [step] If you wear heavy, coarse materials close to your nape hair, this can cause it to become damaged and break. Try to keep your hair up and away from anything that could potentially harm your nape hair.","['Avoid hair creams, shampoo, gels, and conditioners that you may also wash out of your hair. [substeps] Since nape hair can be tough to style, it may benefit not to wash.', 'If your hair is prone to damage due to excessive friction, try to avoid products that used to fill in hairline and shoulder injuries. [substeps] If you neglect to step properly and to keep your hair in place, your hair will be damaged even more.', '[substeps] Silk silk scarves are especially prone to breakage. If you do have to wash your hair regularly, consider dampening your silk scarf with water.', ""Direct contact with abrasive fabrics can cause damage over time, so it's important to keep this in mind all year long. [substeps] This is especially important during the colder months of the year when you are more likely to wear heavy fabrics near your nape hair-like heavy coats, sweaters, and scarves.""]",wikihow~57364,val,zeroshot,3,"[header] How to grow nape hair [title] Avoid abrasive fabrics. [step] If you wear heavy, coarse materials close to your nape hair, this can cause it to become damaged and break. Try to keep your hair up and away from anything that could potentially harm your nape hair.
A. Avoid hair creams, shampoo, gels, and conditioners that you may also wash out of your hair. [substeps] Since nape hair can be tough to style, it may benefit not to wash.
B. If your hair is prone to damage due to excessive friction, try to avoid products that used to fill in hairline and shoulder injuries. [substeps] If you neglect to step properly and to keep your hair in place, your hair will be damaged even more.
C. [substeps] Silk silk scarves are especially prone to breakage. If you do have to wash your hair regularly, consider dampening your silk scarf with water.
D. Direct contact with abrasive fabrics can cause damage over time, so it's important to keep this in mind all year long. [substeps] This is especially important during the colder months of the year when you are more likely to wear heavy fabrics near your nape hair-like heavy coats, sweaters, and scarves.
Answer:"
39770,Painting furniture,"The man rub the vaseline with the brush on all sides of the block, then spray paint it with white paint. The man and his dog left the block on top of the table/cabinet.",the man,"The man rub the vaseline with the brush on all sides of the block, then spray paint it with white paint. The man and his dog left the block on top of the table/cabinet. the man","['talk to the dog while he is inside on the leash and he instruct him.', 'went to the shoulder of his car that was parked on the street and the dog followed the man.', 'came back, he is now wearing gray gloves, picked up the block, then wipe the edge of the block with gray cloth.', 'and his dog they nut out the wax, then the dog is shown in the living room.']",activitynet~v_q_nBBJS-eJo,val,indomain,2,"The man rub the vaseline with the brush on all sides of the block, then spray paint it with white paint. The man and his dog left the block on top of the table/cabinet. the man
A. talk to the dog while he is inside on the leash and he instruct him.
B. went to the shoulder of his car that was parked on the street and the dog followed the man.
C. came back, he is now wearing gray gloves, picked up the block, then wipe the edge of the block with gray cloth.
D. and his dog they nut out the wax, then the dog is shown in the living room.
Answer:"
33830,Personal Care and Style,"[header] How to fix a bent ring [title] Check your warranty before beginning repairs or investing in tools. [step] Many jewelers offer free repair services, such as reshaping dents, resizing, and cleaning. Dig out your warranty, see what it covers, and determine whether its coverage is lifetime or has a time limit.",,"[header] How to fix a bent ring [title] Check your warranty before beginning repairs or investing in tools. [step] Many jewelers offer free repair services, such as reshaping dents, resizing, and cleaning. Dig out your warranty, see what it covers, and determine whether its coverage is lifetime or has a time limit.","['Make sure your ring has returned to its original brand and that all parts have been replaced. Check the expiration date to confirm that it has been renewed.', ""[substeps] Poor fit is a common cause of bent rings, so consider having it professionally resized, especially if your warranty covers it. [title] Take your ring's materials into account."", ""[substeps] Buying replacement equipment and electronics can be expensive, especially if you have an extended warranty. If it's not extended, you have a good chance of getting a new ring."", 'Look at the clock to see if your ring is currently in use or has been in usage for a long time. [substeps] Examine your ring if there is any indication of more than a lifetime warranty.']",wikihow~55716,val,zeroshot,1,"[header] How to fix a bent ring [title] Check your warranty before beginning repairs or investing in tools. [step] Many jewelers offer free repair services, such as reshaping dents, resizing, and cleaning. Dig out your warranty, see what it covers, and determine whether its coverage is lifetime or has a time limit.
A. Make sure your ring has returned to its original brand and that all parts have been replaced. Check the expiration date to confirm that it has been renewed.
B. [substeps] Poor fit is a common cause of bent rings, so consider having it professionally resized, especially if your warranty covers it. [title] Take your ring's materials into account.
C. [substeps] Buying replacement equipment and electronics can be expensive, especially if you have an extended warranty. If it's not extended, you have a good chance of getting a new ring.
D. Look at the clock to see if your ring is currently in use or has been in usage for a long time. [substeps] Examine your ring if there is any indication of more than a lifetime warranty.
Answer:"
21234,Making a cake,"Next she adds 1 teaspoon of vanilla extract and she mixes everything up, then she adds 1 1/4 cups of all purpose flour along with 1/4 cup of unsweetened cocoa powder and salt.",then she,"Next she adds 1 teaspoon of vanilla extract and she mixes everything up, then she adds 1 1/4 cups of all purpose flour along with 1/4 cup of unsweetened cocoa powder and salt. then she","['adds 1/3 cups of shape sugar and stirs the mixture until it glistens.', 'adds 1/2 teaspoon of some sugar to the mix, some vanilla, and a little bit of vanilla extract and she sets it all on a pan with a lid.', 'adds baking powder and baking soda and she whisks it until smooth.', 'starts to roll out the mix and hang it from a frying pan.']",activitynet~v_C3BBG_9Vo48,val,indomain,2,"Next she adds 1 teaspoon of vanilla extract and she mixes everything up, then she adds 1 1/4 cups of all purpose flour along with 1/4 cup of unsweetened cocoa powder and salt. then she
A. adds 1/3 cups of shape sugar and stirs the mixture until it glistens.
B. adds 1/2 teaspoon of some sugar to the mix, some vanilla, and a little bit of vanilla extract and she sets it all on a pan with a lid.
C. adds baking powder and baking soda and she whisks it until smooth.
D. starts to roll out the mix and hang it from a frying pan.
Answer:"
9112,Home and Garden,[header] How to make an outdoor fireplace from a clothes washer tub [title] Obtain an old non-working clothes washer. [title] Open lid of washer and remove the top of the agitator to expose the bolt holding the agitator in place. [title] Remove bolt and remove agitator from tub.,,[header] How to make an outdoor fireplace from a clothes washer tub [title] Obtain an old non-working clothes washer. [title] Open lid of washer and remove the top of the agitator to expose the bolt holding the agitator in place. [title] Remove bolt and remove agitator from tub.,"['[step] Alternatively, use a seam ripper to remove the bolt holding the agitator in place. [title] Put on a clean apron and gloves.', '[title] Remove metal collar in the center of the tub. [step] This can be done by placing a pair of water-pump pliers into the groves of the metal collar and striking the pliers with a hammer in a counter-clockwise direction until the collar has been loosened.', '[title] Bend wheel supports at angles so that they serve as "" gear "" to support the radiator pump. [title] Using white glue, glue onto filter, motor, cover and hot plate and weld around edge of cover.', '[title] Give the bucket a good shake and place trash into washer and bucket. [title] Put the water container in dishwasher to activate the attachment on the agitator.']",wikihow~15005,val,indomain,1,"[header] How to make an outdoor fireplace from a clothes washer tub [title] Obtain an old non-working clothes washer. [title] Open lid of washer and remove the top of the agitator to expose the bolt holding the agitator in place. [title] Remove bolt and remove agitator from tub.
A. [step] Alternatively, use a seam ripper to remove the bolt holding the agitator in place. [title] Put on a clean apron and gloves.
B. [title] Remove metal collar in the center of the tub. [step] This can be done by placing a pair of water-pump pliers into the groves of the metal collar and striking the pliers with a hammer in a counter-clockwise direction until the collar has been loosened.
C. [title] Bend wheel supports at angles so that they serve as "" gear "" to support the radiator pump. [title] Using white glue, glue onto filter, motor, cover and hot plate and weld around edge of cover.
D. [title] Give the bucket a good shake and place trash into washer and bucket. [title] Put the water container in dishwasher to activate the attachment on the agitator.
Answer:"
30391,Personal Care and Style,"[header] How to dye your hair with lemon juice [title] Squeeze the juice from three fresh lemons. [step] Cut each lemon in half, then remove the seeds with the tip of the knife. Squeeze each half into a bowl or measuring cup.",,"[header] How to dye your hair with lemon juice [title] Squeeze the juice from three fresh lemons. [step] Cut each lemon in half, then remove the seeds with the tip of the knife. Squeeze each half into a bowl or measuring cup.","[""One lemon is good to begin with, as it is thinner and less acidic than the other two lemons. [substeps] It's a good idea to apply the lemon juice to your hair while it's still damp, if you need to add it later."", 'You may need slightly more or less, depending on the length of your hair. [title] Add two parts lemon juice and one part leave-in conditioner to a spray bottle.', ""How many lemons you use depends on how thick you want the dye to be. [substeps] Lemon juice takes longer to dry than non-lemon juice, so you can use as much or as little lemon juice as you'd like."", '[substeps] Some people might prefer that you use a knife rather than a spoon. This allows you to apply the lemon juice without damaging the delicate roots of your hair, and also adds a nice color to your dyed hair.']",wikihow~50075,val,zeroshot,1,"[header] How to dye your hair with lemon juice [title] Squeeze the juice from three fresh lemons. [step] Cut each lemon in half, then remove the seeds with the tip of the knife. Squeeze each half into a bowl or measuring cup.
A. One lemon is good to begin with, as it is thinner and less acidic than the other two lemons. [substeps] It's a good idea to apply the lemon juice to your hair while it's still damp, if you need to add it later.
B. You may need slightly more or less, depending on the length of your hair. [title] Add two parts lemon juice and one part leave-in conditioner to a spray bottle.
C. How many lemons you use depends on how thick you want the dye to be. [substeps] Lemon juice takes longer to dry than non-lemon juice, so you can use as much or as little lemon juice as you'd like.
D. [substeps] Some people might prefer that you use a knife rather than a spoon. This allows you to apply the lemon juice without damaging the delicate roots of your hair, and also adds a nice color to your dyed hair.
Answer:"
2263,Using the rowing machine,A woman in an orange shirt is sitting on an exercise machine.,she,A woman in an orange shirt is sitting on an exercise machine. she,"['gets on the machine and starts riding it.', 'engages in some form of mount.', 'begins working out on the exercise machine.', 'is using a dodgeball machine.']",activitynet~v_QaNQrUpmmgo,val,indomain,2,"A woman in an orange shirt is sitting on an exercise machine. she
A. gets on the machine and starts riding it.
B. engages in some form of mount.
C. begins working out on the exercise machine.
D. is using a dodgeball machine.
Answer:"
43820,Grooming dog,Woman is with the black dog giving him a shower and styling his hair. Woman is talking while in the bottom a blonde woman is combing a white puddle.,blonde woman,Woman is with the black dog giving him a shower and styling his hair. Woman is talking while in the bottom a blonde woman is combing a white puddle. blonde woman,"['is mixing straws in a stainless steel sink as she show the signal to use, wag the tail, shake the head and end with a horseradish covered brush.', 'holds the white puddle and is talking to the camera giving the web adress to the dog salon white shows how comb and shower the dogs.', 'is getting her mane brushed by the woman in the bottom and combing the white away.', 'put the brown hair and turn the camera off.']",activitynet~v_fmdG9uPnWHQ,val,indomain,1,"Woman is with the black dog giving him a shower and styling his hair. Woman is talking while in the bottom a blonde woman is combing a white puddle. blonde woman
A. is mixing straws in a stainless steel sink as she show the signal to use, wag the tail, shake the head and end with a horseradish covered brush.
B. holds the white puddle and is talking to the camera giving the web adress to the dog salon white shows how comb and shower the dogs.
C. is getting her mane brushed by the woman in the bottom and combing the white away.
D. put the brown hair and turn the camera off.
Answer:"
11422,Having an ice cream,A girl sits in the drivers seat of a car and enjoys a ice cream cone. The girl laughs while trying to eat the ice cream.,the girl,A girl sits in the drivers seat of a car and enjoys a ice cream cone. The girl laughs while trying to eat the ice cream. the girl,"['licks the ice cream cone with the tip of her tongue.', 'makes gabe do slow roll until the cone falls out of her mouth.', 'seals her lips in a sticky paper towel.', 'wraps an arm around a boy who looks like he is in pain.']",activitynet~v_GBdj6erXjDM,val,zeroshot,0,"A girl sits in the drivers seat of a car and enjoys a ice cream cone. The girl laughs while trying to eat the ice cream. the girl
A. licks the ice cream cone with the tip of her tongue.
B. makes gabe do slow roll until the cone falls out of her mouth.
C. seals her lips in a sticky paper towel.
D. wraps an arm around a boy who looks like he is in pain.
Answer:"
48450,Computers and Electronics,[header] How to use a marine gps [title] Install your gps unit on your boat properly. [step] There are two types of marine gps units ones with internal antennas and units with external antennas. The gps devices with internal antennas are used on smaller boats with no top or cover since the receiver is built into the unit and it needs direct line of site to the satellites providing the signal to the device.,,[header] How to use a marine gps [title] Install your gps unit on your boat properly. [step] There are two types of marine gps units ones with internal antennas and units with external antennas. The gps devices with internal antennas are used on smaller boats with no top or cover since the receiver is built into the unit and it needs direct line of site to the satellites providing the signal to the device.,"['[title] Set up an outdoor outdoor antenna system of your choice. [step] The antennas help to fuse in the signal from the satellite receiver to the antenna systems included with it.', ""One of the cost differences between the three models of gps unit is the size of the camera-like unit. The smaller your camera unit is, the more water and marine data you'll want to store in your unit."", 'The second ones are the external antenna units. In those cases, make sure the antenna is installed on top of the hard cover of the vessel and it has direct line of site to the satellites.', 'The transmitter is designed to function in conjunction with this transmission. [substeps] For boats with external antennas satellite radio.']",wikihow~79740,val,indomain,2,"[header] How to use a marine gps [title] Install your gps unit on your boat properly. [step] There are two types of marine gps units ones with internal antennas and units with external antennas. The gps devices with internal antennas are used on smaller boats with no top or cover since the receiver is built into the unit and it needs direct line of site to the satellites providing the signal to the device.
A. [title] Set up an outdoor outdoor antenna system of your choice. [step] The antennas help to fuse in the signal from the satellite receiver to the antenna systems included with it.
B. One of the cost differences between the three models of gps unit is the size of the camera-like unit. The smaller your camera unit is, the more water and marine data you'll want to store in your unit.
C. The second ones are the external antenna units. In those cases, make sure the antenna is installed on top of the hard cover of the vessel and it has direct line of site to the satellites.
D. The transmitter is designed to function in conjunction with this transmission. [substeps] For boats with external antennas satellite radio.
Answer:"
23845,Washing face,A woman is washing her face in a sink. She looks in a mirror in front of her.,she,A woman is washing her face in a sink. She looks in a mirror in front of her. she,"['holds up a shirt.', 'puts towel in the sink and begins scrubbing her face.', 'continues wiping her face.', 'gets all soapy and looks all confused.']",activitynet~v_iGOGz6M_zcE,val,zeroshot,2,"A woman is washing her face in a sink. She looks in a mirror in front of her. she
A. holds up a shirt.
B. puts towel in the sink and begins scrubbing her face.
C. continues wiping her face.
D. gets all soapy and looks all confused.
Answer:"
26803,Personal Care and Style,"[header] How to protect and care for a wig [title] When you need to comb a wig, be gentle. [step] Do not use regular brushes, and if you can, only comb it. It doesn't need combed every day, so let it rest.",,"[header] How to protect and care for a wig [title] When you need to comb a wig, be gentle. [step] Do not use regular brushes, and if you can, only comb it. It doesn't need combed every day, so let it rest.","[""[title] Remove the wig carefully with the wig comb. [step] If it is in very small chunks, you don't need to comb it during all the time."", ""Don't use hair elastics, because midrons, sorry, fats, and other things can irritate hair. [title] Wemanage it as much as possible."", ""[title] While you're sitting at home, take it off and put it on a wig stand. [step] The stand will help keep its shape and taking it off your head takes away from your own tugging and pulling hairs out."", '[title] When you braid, make sure to only wrap it around the back of your hair at the nape of your neck. [step] If you have never braided before, try to be clear and not rush through.']",wikihow~44167,val,zeroshot,2,"[header] How to protect and care for a wig [title] When you need to comb a wig, be gentle. [step] Do not use regular brushes, and if you can, only comb it. It doesn't need combed every day, so let it rest.
A. [title] Remove the wig carefully with the wig comb. [step] If it is in very small chunks, you don't need to comb it during all the time.
B. Don't use hair elastics, because midrons, sorry, fats, and other things can irritate hair. [title] Wemanage it as much as possible.
C. [title] While you're sitting at home, take it off and put it on a wig stand. [step] The stand will help keep its shape and taking it off your head takes away from your own tugging and pulling hairs out.
D. [title] When you braid, make sure to only wrap it around the back of your hair at the nape of your neck. [step] If you have never braided before, try to be clear and not rush through.
Answer:"
32046,Personal Care and Style,"[header] How to be awesomely awkward [title] Do whatever you feel would be awkward. [step] If you mess up then hey, it'll just be even more awkward. [title] Every once in a while just do an awkward body movement or an awkward facial expression.",,"[header] How to be awesomely awkward [title] Do whatever you feel would be awkward. [step] If you mess up then hey, it'll just be even more awkward. [title] Every once in a while just do an awkward body movement or an awkward facial expression.","[""[step] Sneeze, blink a lot! Do whatever you feel comfortable doing and finally walk off with your dignity intact. [title] Practice your non comedic ways and watch tv shows from now on but don't make fun of it as you don't want everyone to be shocked and laughing at you."", ""[step] It totally works now! [title] Don't be too worried about what others think of you. [step] Or, if there is a physical or physiological issue that is not really your fault go for it."", ""[step] If someone you don't know is hurting you this may be a good idea. Don't freak out every time someone makes fun of you because if the person was really mean then you'd be making the wrong impression."", ""[step] If you don't know exactly what that is, just do something that humans don't usually do because it is generally uncomfortable. [title] Wear ill-fitted clothing, just not too ill-fitting or inappropriate.""]",wikihow~52819,val,zeroshot,3,"[header] How to be awesomely awkward [title] Do whatever you feel would be awkward. [step] If you mess up then hey, it'll just be even more awkward. [title] Every once in a while just do an awkward body movement or an awkward facial expression.
A. [step] Sneeze, blink a lot! Do whatever you feel comfortable doing and finally walk off with your dignity intact. [title] Practice your non comedic ways and watch tv shows from now on but don't make fun of it as you don't want everyone to be shocked and laughing at you.
B. [step] It totally works now! [title] Don't be too worried about what others think of you. [step] Or, if there is a physical or physiological issue that is not really your fault go for it.
C. [step] If someone you don't know is hurting you this may be a good idea. Don't freak out every time someone makes fun of you because if the person was really mean then you'd be making the wrong impression.
D. [step] If you don't know exactly what that is, just do something that humans don't usually do because it is generally uncomfortable. [title] Wear ill-fitted clothing, just not too ill-fitting or inappropriate.
Answer:"
14793,Computers and Electronics,"[header] How to make vegan chicken nuggets [title] Put the chickpeas in a food processor and pulse until no whole beans are visible. [step] If you don't have a food processor available, a fork or potato masher will work just fine. [title] Add ingredients to a medium-sized bowl.",,"[header] How to make vegan chicken nuggets [title] Put the chickpeas in a food processor and pulse until no whole beans are visible. [step] If you don't have a food processor available, a fork or potato masher will work just fine. [title] Add ingredients to a medium-sized bowl.","['[step] For the creamiest chicken nuggets, start by adding a tablespoon of raw soy sauce, a pinch of salt, and a teaspoon of flour, which will keep the nuggets moist until you finish preparing them. [title] Smash the cubes of chickpeas with a fork.', ""[step] It's a good idea to have about 10 tablespoons of leftover chickpeas per batch of chicken. [title] Add 2 cups of water and sauté the chickpeas."", '[step] Add in textured vegetable protein, vital wheat gluten, mashed chickpeas, soy sauce, mustard, spices, water, and agave mix together with a spoon. [title] Place the chickpea mixture on a clean, flat surface.', '[step] Use a 1 ounce package to about 3/4 cup. [title] Stir everything together with a fork until creamy.']",wikihow~24465,val,indomain,2,"[header] How to make vegan chicken nuggets [title] Put the chickpeas in a food processor and pulse until no whole beans are visible. [step] If you don't have a food processor available, a fork or potato masher will work just fine. [title] Add ingredients to a medium-sized bowl.
A. [step] For the creamiest chicken nuggets, start by adding a tablespoon of raw soy sauce, a pinch of salt, and a teaspoon of flour, which will keep the nuggets moist until you finish preparing them. [title] Smash the cubes of chickpeas with a fork.
B. [step] It's a good idea to have about 10 tablespoons of leftover chickpeas per batch of chicken. [title] Add 2 cups of water and sauté the chickpeas.
C. [step] Add in textured vegetable protein, vital wheat gluten, mashed chickpeas, soy sauce, mustard, spices, water, and agave mix together with a spoon. [title] Place the chickpea mixture on a clean, flat surface.
D. [step] Use a 1 ounce package to about 3/4 cup. [title] Stir everything together with a fork until creamy.
Answer:"
38714,Sports and Fitness,[header] How to perform the ten basic okinawan karate moves [title] Find an open space to perform the following basic karate moves. [step] Make sure to also wear clothing that is comfortable and flexible. [title] Set up a basic stance.,,[header] How to perform the ten basic okinawan karate moves [title] Find an open space to perform the following basic karate moves. [step] Make sure to also wear clothing that is comfortable and flexible. [title] Set up a basic stance.,"['[step] Stand with feet shoulder width apart and shoulders level. Point your toes towards the sky, or in another location, and place your left hand slightly in front of you, at the shoulder height you want.', '[step] Stand up in basic stance which involves having your feet spread out and your hands in fists next to each side of your waist. [substeps] It is important to make sure your thumb is on top of your fist at all times.', '[step] Find a space in which to stand and place your feet in a comfortable position. [title] Bend your knees and place your right foot in the middle of the stance.', '[step] Hold your arms diagonally with the bottom elbow pointing slightly forward (an open posture will make your stance harder to force). [title] Insert a knife at different points near the elbow.']",wikihow~63754,val,indomain,1,"[header] How to perform the ten basic okinawan karate moves [title] Find an open space to perform the following basic karate moves. [step] Make sure to also wear clothing that is comfortable and flexible. [title] Set up a basic stance.
A. [step] Stand with feet shoulder width apart and shoulders level. Point your toes towards the sky, or in another location, and place your left hand slightly in front of you, at the shoulder height you want.
B. [step] Stand up in basic stance which involves having your feet spread out and your hands in fists next to each side of your waist. [substeps] It is important to make sure your thumb is on top of your fist at all times.
C. [step] Find a space in which to stand and place your feet in a comfortable position. [title] Bend your knees and place your right foot in the middle of the stance.
D. [step] Hold your arms diagonally with the bottom elbow pointing slightly forward (an open posture will make your stance harder to force). [title] Insert a knife at different points near the elbow.
Answer:"
21240,Making a cake,A persons hands are seen laying clay out onto a cake and begins painting objects on the side.,the woman,A persons hands are seen laying clay out onto a cake and begins painting objects on the side. the woman,"['continues painting and cuts areas across the cake.', 'continues painting until there is no more clay left on the cake.', 'turns around the painting pushing it down to the side.', 'puts the decorations around the cake and continues decorating more objects on the side.']",activitynet~v_C7rGK81C7SU,val,indomain,3,"A persons hands are seen laying clay out onto a cake and begins painting objects on the side. the woman
A. continues painting and cuts areas across the cake.
B. continues painting until there is no more clay left on the cake.
C. turns around the painting pushing it down to the side.
D. puts the decorations around the cake and continues decorating more objects on the side.
Answer:"
7813,Food and Entertaining,"[header] How to make slow cooker shredded chicken [title] Place the ingredients in the slow cooker. [step] Add the chicken, liquid, and a dash of salt and pepper to the slow cooker. It's best to use boneless, skinless chicken thighs or breasts, but you can really use any cut.",,"[header] How to make slow cooker shredded chicken [title] Place the ingredients in the slow cooker. [step] Add the chicken, liquid, and a dash of salt and pepper to the slow cooker. It's best to use boneless, skinless chicken thighs or breasts, but you can really use any cut.","[""Chicken thighs can be frozen, canned, or caught in a pan. [substeps] Don't worry if you can't find any cut chicken thighs, you can still use them in whatever recipe you like."", 'You can scale this recipe up, too, as long as you keep the ratio of chicken to liquid the same. [substeps] You can also add any seasoning you like, such as a dash of garlic powder or a sprinkle of seasoned salt.', '[substeps] Eggs: crack 4 to 6 eggs into the slow cooker, followed by another dollop of salt and pepper. Clean the colander, going all the way up the inside and legs.', ""If you can't find boneless or skinless chicken thighs, you can also substitute boneless chicken legs. [substeps] Double check that you add the full grain cooking liquid and that all of the chicken you're cooking in the slow cooker includes whole wheat or broth.""]",wikihow~12899,val,indomain,1,"[header] How to make slow cooker shredded chicken [title] Place the ingredients in the slow cooker. [step] Add the chicken, liquid, and a dash of salt and pepper to the slow cooker. It's best to use boneless, skinless chicken thighs or breasts, but you can really use any cut.
A. Chicken thighs can be frozen, canned, or caught in a pan. [substeps] Don't worry if you can't find any cut chicken thighs, you can still use them in whatever recipe you like.
B. You can scale this recipe up, too, as long as you keep the ratio of chicken to liquid the same. [substeps] You can also add any seasoning you like, such as a dash of garlic powder or a sprinkle of seasoned salt.
C. [substeps] Eggs: crack 4 to 6 eggs into the slow cooker, followed by another dollop of salt and pepper. Clean the colander, going all the way up the inside and legs.
D. If you can't find boneless or skinless chicken thighs, you can also substitute boneless chicken legs. [substeps] Double check that you add the full grain cooking liquid and that all of the chicken you're cooking in the slow cooker includes whole wheat or broth.
Answer:"
48502,Finance and Business,"[header] How to pack your fragile items [title] Communicate with the moving company or whoever will be handling your items. [step] Aside from putting the labels on the boxes, you should inform the movers about the boxes that contain fragile items. It will serve as a heads up for them to handle it with extra care.",,"[header] How to pack your fragile items [title] Communicate with the moving company or whoever will be handling your items. [step] Aside from putting the labels on the boxes, you should inform the movers about the boxes that contain fragile items. It will serve as a heads up for them to handle it with extra care.","['[substeps] If the moving company or whoever is handling your items offers assistance, ask what it is they would ask of you. For example, you might say, "" would you mind moving our boxes to a different section of my home? "" [title] Remember to pack your clothing and protective equipment as well.', '[title] Choose packaging materials that can keep fragile items safe from bumps, shocks or variations of any kind. [step] Use paper or bubble wrap to wrap your fragile items to provide cushioning.', 'Contact movers and discuss what in particular needs to be included in your shipment. It is always smart to let these movers know a little about the contents of your container.', '[title] Arrive with your items before your moving date. [step] If your moving company assigned you an advance deadline, you will receive packages when the time is right.']",wikihow~79826,val,indomain,1,"[header] How to pack your fragile items [title] Communicate with the moving company or whoever will be handling your items. [step] Aside from putting the labels on the boxes, you should inform the movers about the boxes that contain fragile items. It will serve as a heads up for them to handle it with extra care.
A. [substeps] If the moving company or whoever is handling your items offers assistance, ask what it is they would ask of you. For example, you might say, "" would you mind moving our boxes to a different section of my home? "" [title] Remember to pack your clothing and protective equipment as well.
B. [title] Choose packaging materials that can keep fragile items safe from bumps, shocks or variations of any kind. [step] Use paper or bubble wrap to wrap your fragile items to provide cushioning.
C. Contact movers and discuss what in particular needs to be included in your shipment. It is always smart to let these movers know a little about the contents of your container.
D. [title] Arrive with your items before your moving date. [step] If your moving company assigned you an advance deadline, you will receive packages when the time is right.
Answer:"
33776,Personal Care and Style,[header] How to use straightening combs on african american hair [title] Wash your hair. [step] It is best to use a hot comb on freshly washed and detangled hair for a longer lasting effect. [title] Shampoo and condition.,,[header] How to use straightening combs on african american hair [title] Wash your hair. [step] It is best to use a hot comb on freshly washed and detangled hair for a longer lasting effect. [title] Shampoo and condition.,"['[step] The conditioning is the most important part, as it reapplies moisture that may have been stripped during the shampooing. Wash the conditioner out a few minutes later to ensure that the hair is moisturized, or follow the directions on the bottle.', '[step] Wash your hair with shampoo and conditioner that is safe for your hair type and needs without preservatives, fillers, or certain other additives. This will ensure a straighter style in long-term use.', '[step] Washing can help to moisturize the fine hairs on all over african american hair, but avoid using too much shampoo. If you do not wish to use much shampoo on it, i suggest using straight texture it above the brush.', '[step] Wash your hair for 15 to 20 minutes to loosen knots and soften rope. Do not shampoo vigorously-try using a clarifying shampoo when your hair is wet to minimize the buildup of water on your hair.']",wikihow~55624,val,zeroshot,0,"[header] How to use straightening combs on african american hair [title] Wash your hair. [step] It is best to use a hot comb on freshly washed and detangled hair for a longer lasting effect. [title] Shampoo and condition.
A. [step] The conditioning is the most important part, as it reapplies moisture that may have been stripped during the shampooing. Wash the conditioner out a few minutes later to ensure that the hair is moisturized, or follow the directions on the bottle.
B. [step] Wash your hair with shampoo and conditioner that is safe for your hair type and needs without preservatives, fillers, or certain other additives. This will ensure a straighter style in long-term use.
C. [step] Washing can help to moisturize the fine hairs on all over african american hair, but avoid using too much shampoo. If you do not wish to use much shampoo on it, i suggest using straight texture it above the brush.
D. [step] Wash your hair for 15 to 20 minutes to loosen knots and soften rope. Do not shampoo vigorously-try using a clarifying shampoo when your hair is wet to minimize the buildup of water on your hair.
Answer:"
